pitch_type,game_date,release_speed,release_pos_x,release_pos_z,pitcher_name,batter,pitcher,events,description,game_type,stand,p_throws,home_team,away_team,type,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,outs_when_up,inning,inning_topbot,hc_x,hc_y,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,release_spin_rate,release_extension,game_pk,estimated_ba_using_speedangle,estimated_woba_using_speedangle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,active_record
CU,7/16/2021,81.6,-2.24,5.37,"Morton, Charlie",664040,450203,,called_strike,R,L,R,ATL,TB,S,,0,0,2021,1.42,-0.75,0.19,2.25,2,2,Top,,,3.24,1.41,,,,3176,6.3,633265,,,14,1,Curveball,0,2,2,0,2,0,2,0,Standard,Strategic,51,1
CU,7/16/2021,80.7,-2.17,5.6,"Morton, Charlie",608379,450203,strikeout,swinging_strike,R,R,R,ATL,TB,S,,0,2,2021,1.58,-0.41,0.3,2.59,1,2,Top,,,3.66,1.68,,,,3080,6.3,633265,,,13,3,Curveball,0,2,2,0,2,0,2,0,Strategic,Strategic,58,1
CU,7/16/2021,81.4,-1.97,5.47,"Morton, Charlie",608379,450203,,called_strike,R,R,R,ATL,TB,S,,0,1,2021,1.37,-0.85,0.84,1.93,1,2,Top,,,3.67,1.71,,,,3055,6.4,633265,,,13,2,Curveball,0,2,2,0,2,0,2,0,Strategic,Strategic,54,1
FF,7/16/2021,95.1,-2.05,5.43,"Morton, Charlie",608379,450203,,foul,R,R,R,ATL,TB,S,,0,0,2021,-1.04,1.01,0.17,2.94,1,2,Top,,,3.66,1.68,253,75.3,43,2268,6.4,633265,,,13,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Strategic,Strategic,239,1
CU,7/16/2021,81.5,-2.15,5.46,"Morton, Charlie",670764,450203,walk,ball,R,L,R,ATL,TB,B,,3,2,2021,1.07,-1.03,-0.58,1.11,1,2,Top,,,3.36,1.52,,,,2970,6.2,633265,,,12,6,Curveball,0,2,2,0,2,0,2,0,Infield shift,Standard,54,1
FF,7/16/2021,95.3,-2.05,5.61,"Morton, Charlie",670764,450203,,ball,R,L,R,ATL,TB,B,,2,2,2021,-1.05,0.91,-1.91,3.21,1,2,Top,,,3.36,1.56,,,,2329,6.3,633265,,,12,5,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Standard,238,1
FC,7/16/2021,88.1,-2.11,5.46,"Morton, Charlie",670764,450203,,foul,R,L,R,ATL,TB,S,,2,1,2021,0.14,0.25,0.7,1.72,1,2,Top,,,3.3,1.5,4,75,-26,2574,6.3,633265,,,12,4,Cutter,0,2,2,0,2,0,2,0,Infield shift,Standard,213,1
CU,7/16/2021,80.8,-2.12,5.46,"Morton, Charlie",670764,450203,,called_strike,R,L,R,ATL,TB,S,,2,0,2021,1.24,-0.9,-0.02,2.83,1,2,Top,,,3.35,1.49,,,,2972,6.3,633265,,,12,3,Curveball,0,2,2,0,2,0,2,0,Infield shift,Standard,52,1
CU,7/16/2021,80,-2.04,5.52,"Morton, Charlie",670764,450203,,ball,R,L,R,ATL,TB,B,,1,0,2021,1.32,-0.96,0.32,1.25,1,2,Top,,,3.39,1.54,,,,3111,6.2,633265,,,12,2,Curveball,0,2,2,0,2,0,2,0,Infield shift,Standard,66,1
FC,7/16/2021,90.3,-2.96,6.16,"Martin, Chris",595281,455119,field_out,hit_into_play,R,L,R,ATL,TB,X,ground_ball,3,2,2021,0.28,0.21,-0.1,2.19,2,8,Top,150.48,175.34,3.41,1.56,2,75,-47,2025,6.4,633265,0.137,0.123,75,7,Cutter,6,6,6,6,6,6,6,6,Standard,Standard,185,1
CU,7/16/2021,81.7,-2.11,5.42,"Morton, Charlie",670764,450203,,ball,R,L,R,ATL,TB,B,,0,0,2021,1.29,-0.98,0.23,1.29,1,2,Top,,,3.04,1.34,,,,3022,6.4,633265,,,12,1,Curveball,0,2,2,0,2,0,2,0,Infield shift,Standard,59,1
FC,7/16/2021,90,-3.02,6.25,"Martin, Chris",595281,455119,,ball,R,L,R,ATL,TB,B,,2,2,2021,0.27,0.36,-1.03,3.62,2,8,Top,,,3.37,1.58,,,,1924,6.2,633265,,,75,6,Cutter,6,6,6,6,6,6,6,6,Standard,Standard,204,1
SI,7/16/2021,95,-2.04,5.45,"Morton, Charlie",572287,450203,field_out,hit_into_play,R,R,R,ATL,TB,X,ground_ball,0,0,2021,-1.45,0.27,0.08,1.9,0,2,Top,102,178.49,3.47,1.59,2,80.5,-43,2030,6.4,633265,0.09,0.083,11,1,Sinker,0,1,1,0,2,0,2,0,Infield shift,Standard,244,1
SL,7/16/2021,84.9,-3.13,6.06,"Martin, Chris",595281,455119,,blocked_ball,R,L,R,ATL,TB,B,,1,2,2021,1.26,-0.29,0.97,-0.04,2,8,Top,,,3.41,1.58,,,,2539,6.5,633265,,,75,5,Slider,6,6,6,6,6,6,6,6,Standard,Standard,40,1
FF,7/16/2021,95.4,-2.11,5.65,"Morton, Charlie",595281,450203,single,hit_into_play,R,L,R,ATL,TB,X,ground_ball,0,1,2021,-1.29,1.03,-0.92,3.01,0,2,Top,111.06,163.9,3.41,1.56,15,92.5,-10,2382,6.3,633265,0.197,0.19,10,2,4-Seam Fastball,0,0,0,0,1,0,1,0,Standard,Strategic,237,1
FC,7/16/2021,90.2,-2.91,6.18,"Martin, Chris",595281,455119,,foul,R,L,R,ATL,TB,S,,1,2,2021,0.37,0.38,1.05,2.59,2,8,Top,,,3.41,1.56,4,66,-36,1976,6.5,633265,,,75,4,Cutter,6,6,6,6,6,6,6,6,Standard,Standard,181,1
CU,7/16/2021,80.9,-2.15,5.64,"Morton, Charlie",595281,450203,,called_strike,R,L,R,ATL,TB,S,,0,0,2021,1.16,-0.92,-0.59,2.71,0,2,Top,,,3.38,1.52,,,,3084,6.2,633265,,,10,1,Curveball,0,0,0,0,0,0,0,0,Standard,Strategic,58,1
FF,7/16/2021,94.6,-2.83,6.34,"Martin, Chris",595281,455119,,ball,R,L,R,ATL,TB,B,,0,2,2021,-0.33,0.95,0.15,5.04,2,8,Top,,,3.41,1.6,,,,1932,6.3,633265,,,75,3,4-Seam Fastball,6,6,6,6,6,6,6,6,Standard,Standard,211,1
CU,7/16/2021,81.5,-1.96,5.61,"Morton, Charlie",621563,450203,double,hit_into_play,R,L,R,ATL,TB,X,ground_ball,1,2,2021,1.28,-0.52,0.39,2.22,0,2,Top,210.65,109.25,3.41,1.56,61,92.5,2,3069,6.3,633265,0.347,0.314,9,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,60,1
FC,7/16/2021,88.3,-1.53,5.08,"Chavez, Jesse",621563,445926,strikeout,called_strike,R,L,R,ATL,TB,S,,0,2,2021,0.07,1.15,-0.3,1.98,2,10,Top,,,3.3,1.59,,,,2224,6.1,633265,,,90,4,Cutter,6,7,7,6,7,6,7,6,Standard,Standard,211,1
SL,7/16/2021,83.2,-3.06,6.16,"Martin, Chris",595281,455119,,foul,R,L,R,ATL,TB,S,,0,1,2021,1.25,-0.36,0.45,1.54,2,8,Top,,,3.41,1.56,3,99.8,-35,2676,6.3,633265,,,75,2,Slider,6,6,6,6,6,6,6,6,Standard,Standard,49,1
SL,7/16/2021,82.8,-1.48,5.17,"Chavez, Jesse",621563,445926,,foul,R,L,R,ATL,TB,S,,0,2,2021,0.7,0.31,1.37,1.57,2,10,Top,,,3.41,1.56,4,90.8,-23,2092,6.1,633265,,,90,3,Slider,6,7,7,6,7,6,7,6,Standard,Standard,140,1
CU,7/16/2021,80.5,-2.3,5.48,"Morton, Charlie",621563,450203,,called_strike,R,L,R,ATL,TB,S,,1,1,2021,1.19,-0.83,-0.14,1.35,0,2,Top,,,3.24,1.45,,,,3121,6.4,633265,,,9,3,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,59,1
SL,7/16/2021,83.5,-3.19,6.27,"Martin, Chris",595281,455119,,foul,R,L,R,ATL,TB,S,,0,0,2021,1.11,-0.33,-0.37,2.53,2,8,Top,,,3.41,1.56,3,65.8,-42,2550,6.3,633265,,,75,1,Slider,6,6,6,6,6,6,6,6,Standard,Standard,38,1
FC,7/16/2021,88.5,2.19,5.47,"Minter, A.J.",595281,621345,walk,ball,R,L,L,ATL,TB,B,,3,1,2021,-0.55,0.12,1.1,3.15,2,7,Top,,,3.35,1.61,,,,2477,6.3,633265,,,60,5,Cutter,5,4,4,5,4,5,4,5,Standard,Strategic,194,1
FC,7/16/2021,91,-2.95,6.22,"Martin, Chris",621563,455119,single,hit_into_play,R,L,R,ATL,TB,X,ground_ball,0,1,2021,0.29,0.3,0.06,1.9,2,8,Top,116.25,158.81,3.41,1.56,1,93.7,-55,1993,6.5,633265,0.163,0.153,74,2,Cutter,6,5,5,6,6,6,6,6,Standard,Standard,194,1
FC,7/16/2021,89.4,2.04,5.48,"Minter, A.J.",595281,621345,,ball,R,L,L,ATL,TB,B,,2,1,2021,-0.63,0.27,1.72,3.91,2,7,Top,,,3.37,1.54,,,,2542,6.2,633265,,,60,4,Cutter,5,4,4,5,4,5,4,5,Standard,Strategic,192,1
FF,7/16/2021,94.6,-2.13,5.58,"Morton, Charlie",621563,450203,,ball,R,L,R,ATL,TB,B,,0,1,2021,-0.85,1,-1.01,2.92,0,2,Top,,,3.34,1.6,,,,2256,6.4,633265,,,9,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,238,1
FC,7/16/2021,88.9,-1.41,5.09,"Chavez, Jesse",621563,445926,,called_strike,R,L,R,ATL,TB,S,,0,1,2021,-0.09,1.05,0.53,2.24,2,10,Top,,,3.38,1.64,,,,2232,6.1,633265,,,90,2,Cutter,6,7,7,6,7,6,7,6,Standard,Standard,223,1
FC,7/16/2021,86.7,-2.03,5.53,"Morton, Charlie",621563,450203,,foul,R,L,R,ATL,TB,S,,0,0,2021,0.31,0.25,0.84,2.8,0,2,Top,,,3.41,1.56,138,102.6,7,2471,6.4,633265,,,9,1,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard,151,1
FC,7/16/2021,89.9,-2.83,6.31,"Martin, Chris",621563,455119,,swinging_strike,R,L,R,ATL,TB,S,,0,0,2021,0.4,0.33,0.66,2.82,2,8,Top,,,3.41,1.56,,,,1989,6.4,633265,,,74,1,Cutter,6,5,5,6,5,6,5,6,Standard,Standard,176,1
SI,7/16/2021,90.5,-1.5,5.2,"Chavez, Jesse",621563,445926,,foul,R,L,R,ATL,TB,S,,0,0,2021,-1.3,0.66,-0.29,2.96,2,10,Top,,,3.41,1.56,199,73.5,23,1912,6,633265,,,90,1,Sinker,6,7,7,6,7,6,7,6,Standard,Standard,225,1
FF,7/16/2021,96,1.93,5.47,"Minter, A.J.",595281,621345,,ball,R,L,L,ATL,TB,B,,1,1,2021,0.32,1.26,-0.18,4.42,2,7,Top,,,3.41,1.62,,,,2388,6.3,633265,,,60,3,4-Seam Fastball,5,4,4,5,4,5,4,5,Standard,Standard,149,1
CU,7/16/2021,81.1,-2.13,5.49,"Morton, Charlie",640457,450203,hit_by_pitch,hit_by_pitch,R,L,R,ATL,TB,B,,2,0,2021,1.42,-0.62,2.15,1.04,0,2,Top,,,3.49,1.6,,,,3071,6.4,633265,,,8,3,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,47,1
FC,7/16/2021,92.1,-2.97,6.24,"Martin, Chris",640457,455119,single,hit_into_play,R,L,R,ATL,TB,X,line_drive,3,2,2021,0.32,0.41,-0.17,1.62,2,8,Top,168.4,96.08,3.49,1.6,215,105.3,10,2088,6.4,633265,0.84,0.811,73,6,Cutter,6,4,4,6,5,6,5,6,Standard,Standard,197,1
FC,7/16/2021,91,1.88,5.54,"Minter, A.J.",595281,621345,,blocked_ball,R,L,L,ATL,TB,B,,0,1,2021,-0.28,0.33,-1.58,0.06,2,7,Top,,,3.48,1.6,,,,2723,6.4,633265,,,60,2,Cutter,5,4,4,5,4,5,4,5,Standard,Standard,197,1
SI,7/16/2021,90.7,-1.29,5.26,"Chavez, Jesse",640457,445926,single,hit_into_play,R,L,R,ATL,TB,X,line_drive,3,1,2021,-1.33,0.78,0.22,3.15,2,10,Top,179.84,97.61,3.49,1.6,224,105.1,12,2013,5.9,633265,0.887,0.882,89,5,Sinker,6,6,6,6,7,6,7,6,Standard,Standard,224,1
FC,7/16/2021,88.6,-1.52,5.06,"Chavez, Jesse",640457,445926,,called_strike,R,L,R,ATL,TB,S,,3,0,2021,0.03,1.06,0.39,1.91,2,10,Top,,,3.46,1.56,,,,2288,6.2,633265,,,89,4,Cutter,6,6,6,6,6,6,6,6,Standard,Standard,216,1
CU,7/16/2021,80.5,-2.17,5.43,"Morton, Charlie",640457,450203,,ball,R,L,R,ATL,TB,B,,1,0,2021,1.53,-0.82,0.81,1.86,0,2,Top,,,3.31,1.53,,,,3113,6.5,633265,,,8,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,59,1
FF,7/16/2021,96.3,2.1,5.41,"Minter, A.J.",595281,621345,,called_strike,R,L,L,ATL,TB,S,,0,0,2021,0.62,1.26,0.16,2.95,2,7,Top,,,3.47,1.64,,,,2490,5.9,633265,,,60,1,4-Seam Fastball,5,4,4,5,4,5,4,5,Infield shift,Standard,143,1
FC,7/16/2021,91,-2.72,6.25,"Martin, Chris",640457,455119,,ball,R,L,R,ATL,TB,B,,2,2,2021,0.45,0.29,-0.34,1.48,2,8,Top,,,3.43,1.64,,,,2073,6.4,633265,,,73,5,Cutter,6,4,4,6,4,6,4,6,Standard,Standard,188,1
FC,7/16/2021,89.9,-2.98,6.33,"Martin, Chris",640457,455119,,ball,R,L,R,ATL,TB,B,,1,2,2021,0.41,0.27,-1.2,1.67,2,8,Top,,,3.43,1.6,,,,2080,6.4,633265,,,73,4,Cutter,6,4,4,6,4,6,4,6,Standard,Standard,188,1
FF,7/16/2021,94.3,-2.12,5.59,"Morton, Charlie",640457,450203,,ball,R,L,R,ATL,TB,B,,0,0,2021,-1.16,0.96,-1.88,2.44,0,2,Top,,,3.41,1.64,,,,2499,6.4,633265,,,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,238,1
SL,7/16/2021,83.1,-1.55,5.09,"Chavez, Jesse",640457,445926,,ball,R,L,R,ATL,TB,B,,2,0,2021,0.78,0.07,1.22,0.85,2,10,Top,,,3.38,1.62,,,,2191,6.1,633265,,,89,3,Slider,6,6,6,6,6,6,6,6,Standard,Standard,142,1
FF,7/16/2021,96,1.91,5.52,"Minter, A.J.",621563,621345,walk,ball,R,L,L,ATL,TB,B,,3,0,2021,0.58,1.34,-1.07,2.36,2,7,Top,,,3.41,1.68,,,,2454,6.3,633265,,,59,4,4-Seam Fastball,5,4,4,5,4,5,4,5,Infield shift,Standard,141,1
CU,7/16/2021,81.8,-2.12,5.47,"Morton, Charlie",677551,450203,strikeout,swinging_strike,R,L,R,ATL,TB,S,,0,2,2021,1.24,-0.86,0.29,1.4,2,1,Top,,,3.3,1.5,,,,2877,6.3,633265,,,3,4,Curveball,0,0,0,0,0,0,0,0,Infield shift,Strategic,55,1
FC,7/16/2021,89.1,-1.29,5.24,"Chavez, Jesse",640457,445926,,ball,R,L,R,ATL,TB,B,,1,0,2021,-0.09,1.26,1.61,3.08,2,10,Top,,,3.44,1.69,,,,2264,6.1,633265,,,89,2,Cutter,6,6,6,6,6,6,6,6,Standard,Standard,210,1
FF,7/16/2021,94.8,-2.77,6.35,"Martin, Chris",640457,455119,,ball,R,L,R,ATL,TB,B,,0,2,2021,-0.53,1.16,-1.28,1.21,2,8,Top,,,3.45,1.62,,,,2125,6.5,633265,,,73,3,4-Seam Fastball,6,4,4,6,4,6,4,6,Standard,Standard,212,1
FF,7/16/2021,95.5,1.91,5.45,"Minter, A.J.",621563,621345,,ball,R,L,L,ATL,TB,B,,2,0,2021,0.12,1.08,-2.69,1.55,2,7,Top,,,3.37,1.62,,,,2196,6.4,633265,,,59,3,4-Seam Fastball,5,4,4,5,4,5,4,5,Infield shift,Standard,147,1
CH,7/16/2021,87,-2.8,6.43,"Martin, Chris",640457,455119,,foul,R,L,R,ATL,TB,S,,0,1,2021,-0.57,0.5,-0.28,2.1,2,8,Top,,,3.49,1.6,187,65.7,43,1104,6.4,633265,,,73,2,Changeup,6,4,4,6,4,6,4,6,Standard,Standard,230,1
FF,7/16/2021,97,-1.97,5.61,"Morton, Charlie",677551,450203,,foul,R,L,R,ATL,TB,S,,0,2,2021,-1.15,1.03,-1.38,3.01,2,1,Top,,,3.3,1.5,213,73.7,41,2371,6.3,633265,,,3,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic,233,1
FC,7/16/2021,89,1.94,5.52,"Minter, A.J.",621563,621345,,ball,R,L,L,ATL,TB,B,,1,0,2021,-0.38,0.46,2.28,3.71,2,7,Top,,,3.42,1.61,,,,2479,6.1,633265,,,59,2,Cutter,5,4,4,5,4,5,4,5,Infield shift,Standard,209,1
CH,7/16/2021,83.5,-1.54,5.16,"Chavez, Jesse",640457,445926,,ball,R,L,R,ATL,TB,B,,0,0,2021,-1.22,0.04,-1.42,2.29,2,10,Top,,,3.42,1.6,,,,1696,6.3,633265,,,89,1,Changeup,6,6,6,6,6,6,6,6,Standard,Standard,253,1
FC,7/16/2021,89.4,-1.43,5.19,"Chavez, Jesse",677551,445926,field_out,hit_into_play,R,L,R,ATL,TB,X,fly_ball,1,0,2021,-0.11,1.24,0.02,2.83,1,10,Top,66.95,81.22,3.3,1.5,326,94.6,41,2245,5.9,633265,0.04,0.084,88,2,Cutter,6,6,6,6,6,6,6,6,Standard,Strategic,212,1
FC,7/16/2021,90.9,2.04,5.52,"Minter, A.J.",621563,621345,,ball,R,L,L,ATL,TB,B,,0,0,2021,-0.45,0.19,0.49,3.92,2,7,Top,,,3.41,1.62,,,,2586,6.3,633265,,,59,1,Cutter,5,4,4,5,4,5,4,5,Infield shift,Standard,208,1
FC,7/16/2021,89.8,-2.79,6.36,"Martin, Chris",640457,455119,,called_strike,R,L,R,ATL,TB,S,,0,0,2021,0.14,0.32,-0.94,2.87,2,8,Top,,,3.34,1.65,,,,1914,6.4,633265,,,73,1,Cutter,6,4,4,6,4,6,4,6,Standard,Standard,185,1
CU,7/16/2021,81.7,-2.36,5.52,"Morton, Charlie",677551,450203,,called_strike,R,L,R,ATL,TB,S,,0,1,2021,1.23,-0.87,0.46,3.04,2,1,Top,,,3.27,1.5,,,,2966,6.5,633265,,,3,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,Strategic,59,1
SL,7/16/2021,83.5,-1.56,5.13,"Chavez, Jesse",677551,445926,,ball,R,L,R,ATL,TB,B,,0,0,2021,0.67,0.38,1.33,1.35,1,10,Top,,,3.15,1.5,,,,2176,6.1,633265,,,88,1,Slider,6,6,6,6,6,6,6,6,Standard,Strategic,159,1
FC,7/16/2021,91.1,1.8,5.57,"Minter, A.J.",640457,621345,sac_fly,hit_into_play,R,L,L,ATL,TB,X,fly_ball,1,2,2021,-0.67,0.34,-1.21,2.46,1,7,Top,46.43,108.51,3.49,1.6,297,85.1,33,2546,6.2,633265,0.013,0.012,58,5,Cutter,5,3,3,5,4,5,4,5,Infield shift,Standard,206,1
SL,7/16/2021,84.3,1.81,6.52,"Smith, Will",621433,519293,strikeout,swinging_strike_blocked,R,L,L,ATL,TB,S,,1,2,2021,-0.21,0.66,-0.72,1.62,2,9,Top,,,3.37,1.53,,,,2338,6.2,633265,,,81,4,Slider,6,6,6,6,6,6,6,6,Infield shift,Standard,279,1
CU,7/16/2021,82,-2.17,5.57,"Morton, Charlie",677551,450203,,called_strike,R,L,R,ATL,TB,S,,0,0,2021,1.28,-0.67,-0.24,3.27,2,1,Top,,,3.39,1.53,,,,2972,6.2,633265,,,3,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Strategic,123,1
FF,7/16/2021,93,-2.66,6.36,"Martin, Chris",677551,455119,single,hit_into_play,R,L,R,ATL,TB,X,line_drive,0,0,2021,-0.64,0.61,-0.03,2.07,2,8,Top,52.25,113.31,3.3,1.5,211,97.2,11,2051,6.6,633265,0.86,0.811,72,1,4-Seam Fastball,6,4,4,6,4,6,4,6,Infield shift,Standard,208,1
FF,7/16/2021,96.5,1.71,5.54,"Minter, A.J.",640457,621345,,foul,R,L,L,ATL,TB,S,,1,2,2021,0.27,1.32,-0.54,3.56,1,7,Top,,,3.49,1.6,,,,2344,6.3,633265,,,58,4,4-Seam Fastball,5,3,3,5,3,5,3,5,Infield shift,Standard,147,1
FF,7/16/2021,96.1,-1.95,5.6,"Morton, Charlie",596847,450203,field_out,hit_into_play,R,L,R,ATL,TB,X,fly_ball,2,2,2021,-0.97,0.88,-0.12,1.86,1,1,Top,53.78,77.1,3.41,1.56,349,96.8,32,2122,6.4,633265,0.253,0.46,2,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic,242,1
FF,7/16/2021,93.6,-2.68,6.33,"Martin, Chris",596847,455119,field_out,hit_into_play,R,L,R,ATL,TB,X,line_drive,0,0,2021,-0.67,0.85,-0.48,1.98,1,8,Top,53.78,98.3,3.41,1.56,307,101.2,17,1967,6.5,633265,0.493,0.552,71,1,4-Seam Fastball,6,4,4,6,4,6,4,6,Infield shift,Strategic,212,1
SL,7/16/2021,82.3,1.8,6.45,"Smith, Will",621433,519293,,ball,R,L,L,ATL,TB,B,,0,2,2021,-0.57,0.43,-1.44,1.02,2,9,Top,,,3.18,1.53,,,,2317,6.2,633265,,,81,3,Slider,6,6,6,6,6,6,6,6,Infield shift,Standard,324,1
FC,7/16/2021,88.9,-1.57,5.1,"Chavez, Jesse",596847,445926,strikeout,called_strike,R,L,R,ATL,TB,S,,2,2,2021,-0.17,1.11,-0.35,1.78,0,10,Top,,,3.17,1.57,,,,2227,6.1,633265,,,87,7,Cutter,6,6,6,6,6,6,6,6,Standard,Strategic,213,1
SI,7/16/2021,95.2,-1.9,5.53,"Morton, Charlie",596847,450203,,ball,R,L,R,ATL,TB,B,,1,2,2021,-1.21,0.39,1.72,1.41,1,1,Top,,,3.3,1.56,,,,2063,6.6,633265,,,2,4,Sinker,0,0,0,0,0,0,0,0,Infield shift,Strategic,248,1
FC,7/16/2021,89.1,-1.55,5.05,"Chavez, Jesse",596847,445926,,foul,R,L,R,ATL,TB,S,,2,2,2021,0.03,1.09,0.87,2.1,0,10,Top,,,3.41,1.56,2,47.2,-45,2211,6,633265,,,87,6,Cutter,6,6,6,6,6,6,6,6,Standard,Strategic,214,1
SL,7/16/2021,83.6,1.82,6.48,"Smith, Will",621433,519293,,swinging_strike,R,L,L,ATL,TB,S,,0,1,2021,-0.4,0.37,-1.68,1.1,2,9,Top,,,3.37,1.53,,,,2382,6.2,633265,,,81,2,Slider,6,6,6,6,6,6,6,6,Standard,Standard,314,1
FC,7/16/2021,90.2,1.81,5.58,"Minter, A.J.",640457,621345,,swinging_strike,R,L,L,ATL,TB,S,,1,1,2021,-0.71,0.15,-0.68,2.57,1,7,Top,,,3.49,1.6,,,,2638,6.2,633265,,,58,3,Cutter,5,3,3,5,3,5,3,5,Infield shift,Standard,207,1
FF,7/16/2021,94.8,-2.75,6.37,"Martin, Chris",664040,455119,single,hit_into_play,R,L,R,ATL,TB,X,line_drive,1,2,2021,-0.52,1.06,-0.27,3.23,1,8,Top,132.35,71.01,3.3,1.5,255,105,14,2010,6.5,633265,0.733,0.754,70,4,4-Seam Fastball,6,4,4,6,4,6,4,6,Infield shift,Standard,214,1
CH,7/16/2021,88.6,-2.09,5.39,"Morton, Charlie",596847,450203,,called_strike,R,L,R,ATL,TB,S,,1,1,2021,-1.37,0.32,-1.1,1.97,1,1,Top,,,3.29,1.57,,,,2062,6.5,633265,,,2,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,Strategic,266,1
FF,7/16/2021,93.8,1.34,6.69,"Smith, Will",621433,519293,,missed_bunt,R,L,L,ATL,TB,S,,0,0,2021,0.82,1.45,0.15,2.19,2,9,Top,,,3.37,1.53,,,,2259,6.3,633265,,,81,1,4-Seam Fastball,6,6,6,6,6,6,6,6,Standard,Standard,148,1
SI,7/16/2021,90.7,-1.31,5.24,"Chavez, Jesse",596847,445926,,foul,R,L,R,ATL,TB,S,,2,2,2021,-1.23,0.61,0.01,2.14,0,10,Top,,,3.41,1.56,276,93.2,19,1975,6.1,633265,,,87,5,Sinker,6,6,6,6,6,6,6,6,Standard,Standard,224,1
FF,7/16/2021,96.6,1.64,5.63,"Minter, A.J.",640457,621345,,ball,R,L,L,ATL,TB,B,,0,1,2021,0.32,1.14,0.27,4.37,1,7,Top,,,3.45,1.66,,,,2291,6.3,633265,,,58,2,4-Seam Fastball,5,3,3,5,3,5,3,5,Infield shift,Standard,146,1
CH,7/16/2021,86.2,-2.79,6.43,"Martin, Chris",664040,455119,,called_strike,R,L,R,ATL,TB,S,,1,1,2021,-0.48,0.4,-0.96,2.58,1,8,Top,,,3.17,1.49,,,,1079,6.4,633265,,,70,3,Changeup,6,4,4,6,4,6,4,6,Infield shift,Standard,229,1
SL,7/16/2021,82.6,-1.66,5.13,"Chavez, Jesse",596847,445926,,blocked_ball,R,L,R,ATL,TB,B,,1,2,2021,0.64,0.07,0.38,0.94,0,10,Top,,,3.21,1.56,,,,2130,6.1,633265,,,87,4,Slider,6,6,6,6,6,6,6,6,Standard,Standard,132,1
FF,7/16/2021,97,-1.99,5.68,"Morton, Charlie",596847,450203,,ball,R,L,R,ATL,TB,B,,0,1,2021,-1.05,0.89,-1.88,3.1,1,1,Top,,,3.32,1.61,,,,2120,6.2,633265,,,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic,239,1
FC,7/16/2021,89.7,-3.05,6.3,"Martin, Chris",664040,455119,,called_strike,R,L,R,ATL,TB,S,,1,0,2021,0.23,0.36,-0.86,2.73,1,8,Top,,,3.3,1.53,,,,1965,6.4,633265,,,70,2,Cutter,6,4,4,6,4,6,4,6,Infield shift,Standard,192,1
FF,7/16/2021,93.8,1.32,6.77,"Smith, Will",668227,519293,strikeout,called_strike,R,R,L,ATL,TB,S,,2,2,2021,0.77,1.45,-0.68,1.99,1,9,Top,,,3.41,1.79,,,,2327,6.2,633265,,,80,5,4-Seam Fastball,6,6,6,6,6,6,6,6,Infield shift,Standard,151,1
FF,7/16/2021,97.6,1.98,5.51,"Minter, A.J.",640457,621345,,foul,R,L,L,ATL,TB,S,,0,0,2021,0.39,1.39,-0.61,3.38,1,7,Top,,,3.49,1.6,263,78.2,47,2385,6.3,633265,,,58,1,4-Seam Fastball,5,3,3,5,3,5,3,5,Infield shift,Standard,141,1
SL,7/16/2021,82.7,-1.58,5.07,"Chavez, Jesse",596847,445926,,blocked_ball,R,L,R,ATL,TB,B,,0,2,2021,0.49,0.26,1.25,0.73,0,10,Top,,,3.2,1.58,,,,2080,6.3,633265,,,87,3,Slider,6,6,6,6,6,6,6,6,Standard,Standard,128,1
CH,7/16/2021,88.8,-2.08,5.47,"Morton, Charlie",596847,450203,,called_strike,R,L,R,ATL,TB,S,,0,0,2021,-1.25,-0.34,-0.82,1.83,1,1,Top,,,3.25,1.56,,,,1990,6.4,633265,,,2,1,Changeup,0,0,0,0,0,0,0,0,Infield shift,Strategic,264,1
SL,7/16/2021,81.8,1.85,6.58,"Smith, Will",668227,519293,,ball,R,R,L,ATL,TB,B,,1,2,2021,-0.69,0.4,-1.12,1.38,1,9,Top,,,3.35,1.67,,,,2238,6.2,633265,,,80,4,Slider,6,6,6,6,6,6,6,6,Infield shift,Standard,322,1
