pitch_type,game_date,release_speed,release_pos_x,release_pos_z,pitcher_name,batter,pitcher,events,description,game_type,stand,p_throws,home_team,away_team,type,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,outs_when_up,inning,inning_topbot,hc_x,hc_y,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,release_spin_rate,release_extension,game_pk,estimated_ba_using_speedangle,estimated_woba_using_speedangle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,active_record
SI,7/17/2021,93.2,-0.54,6.22,"Santana, Edgar",660644,650828,,foul,R,L,R,ATL,TB,S,,0,1,2021,-1.09,0.31,-0.05,2.24,1,8,Top,,,3.3,1.5,,,,2018,5.6,633303,,,61,2,Sinker,9,0,0,9,0,9,0,9,Infield shift,Standard,226,1
FF,7/17/2021,96.1,2.02,6.27,"Matzek, Tyler",668227,554431,,called_strike,R,R,L,ATL,TB,S,,0,0,2021,0.74,1.34,0.74,2.07,2,9,Top,,,3.12,1.44,,,,2479,6.4,633303,,,69,1,4-Seam Fastball,9,0,0,9,0,9,0,9,Standard,Standard,141,1
FF,7/17/2021,95.5,1.68,6.35,"Matzek, Tyler",640457,554431,field_out,hit_into_play,R,L,L,ATL,TB,X,line_drive,0,1,2021,0.66,1.38,-0.43,1.84,1,9,Top,87.41,94.13,3.49,1.6,279,80.1,28,2524,6.3,633303,0.167,0.154,68,2,4-Seam Fastball,9,0,0,9,0,9,0,9,Infield shift,Strategic,141,1
SI,7/17/2021,94.6,-0.8,6.27,"Santana, Edgar",660644,650828,,foul,R,L,R,ATL,TB,S,,0,0,2021,-1.15,0.76,-0.81,2.53,1,8,Top,,,3.3,1.5,3,73.2,-42,2178,5.5,633303,,,61,1,Sinker,9,0,0,9,0,9,0,9,Infield shift,Standard,228,1
FF,7/17/2021,92.3,1.07,6.25,"Fried, Max",650490,608331,field_out,hit_into_play,R,R,L,ATL,TB,X,ground_ball,2,0,2021,0.19,0.86,0.04,2.61,0,1,Top,89.21,146.74,3.47,1.59,6,102.8,-24,1945,6.4,633303,0.11,0.102,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Strategic,164,1
SI,7/17/2021,90.5,1.21,6.2,"Fried, Max",650490,608331,,ball,R,R,L,ATL,TB,B,,1,0,2021,1.09,0.79,1.23,2.67,0,1,Top,,,3.18,1.36,,,,1864,6.5,633303,,,1,2,Sinker,0,0,0,0,0,0,0,0,Infield shift,Strategic,167,1
SI,7/17/2021,93.1,-0.86,6.31,"Santana, Edgar",670764,650828,field_out,hit_into_play,R,L,R,ATL,TB,X,ground_ball,1,0,2021,-1.09,0.65,-0.33,2.72,0,8,Top,135.91,162.22,3.3,1.5,25,101.4,-5,2063,5.6,633303,0.287,0.266,60,2,Sinker,9,0,0,9,0,9,0,9,Infield shift,Standard,223,1
FF,7/17/2021,95.4,1.97,6.26,"Matzek, Tyler",640457,554431,,called_strike,R,L,L,ATL,TB,S,,0,0,2021,0.59,1.38,0.77,3.19,1,9,Top,,,3.24,1.57,,,,2530,6.3,633303,,,68,1,4-Seam Fastball,9,0,0,9,0,9,0,9,Infield shift,Strategic,144,1
FF,7/17/2021,94.5,1.94,6.39,"Matzek, Tyler",677551,554431,field_out,hit_into_play,R,R,L,ATL,TB,X,ground_ball,0,0,2021,0.67,1.45,0.58,2.28,0,9,Top,128.84,180.15,3.3,1.5,118,91.7,7,2362,6.3,633303,0.507,0.471,67,1,4-Seam Fastball,9,0,0,9,0,9,0,9,Standard,Standard,143,1
SI,7/17/2021,94.2,-0.84,6.27,"Santana, Edgar",670764,650828,,ball,R,L,R,ATL,TB,B,,0,0,2021,-0.98,0.55,0.25,0.48,0,8,Top,,,3.23,1.55,,,,2095,5.7,633303,,,60,1,Sinker,9,0,0,9,0,9,0,9,Infield shift,Standard,227,1
SI,7/17/2021,93.2,1.36,6.15,"Fried, Max",650490,608331,,ball,R,R,L,ATL,TB,B,,0,0,2021,0.86,0.68,1.33,3.51,0,1,Top,,,3.3,1.48,,,,1886,6.4,633303,,,1,1,Sinker,0,0,0,0,0,0,0,0,Infield shift,Strategic,162,1
CU,7/16/2021,81,-2.1,5.48,"Morton, Charlie",664040,450203,field_out,hit_into_play,R,L,R,ATL,TB,X,line_drive,1,1,2021,1.29,-0.77,-0.58,1.86,2,6,Top,133.69,63.2,3.3,1.5,336,96.5,20,2946,6.4,633265,0.287,0.307,52,3,Curveball,5,3,3,5,3,5,3,5,Infield shift,Strategic,62,1
CU,7/16/2021,82.1,-2.14,5.44,"Morton, Charlie",664040,450203,,ball,R,L,R,ATL,TB,B,,0,1,2021,1.38,-1.02,-0.24,1.25,2,6,Top,,,3.32,1.54,,,,3053,6.2,633265,,,52,2,Curveball,5,3,3,5,3,5,3,5,Infield shift,Strategic,55,1
FF,7/16/2021,95.3,-2.03,5.51,"Morton, Charlie",664040,450203,,called_strike,R,L,R,ATL,TB,S,,0,0,2021,-1.04,1.07,-0.85,2.55,2,6,Top,,,3.27,1.56,,,,2476,6.3,633265,,,52,1,4-Seam Fastball,5,3,3,5,3,5,3,5,Infield shift,Strategic,233,1
CU,7/16/2021,81.4,-2.12,5.34,"Morton, Charlie",660644,450203,strikeout,swinging_strike,R,L,R,ATL,TB,S,,0,2,2021,1.63,-1.03,1.03,1.06,1,6,Top,,,3.3,1.5,,,,3102,6.5,633265,,,51,3,Curveball,5,3,3,5,3,5,3,5,Infield shift,Strategic,55,1
FF,7/16/2021,95.2,-2.02,5.67,"Morton, Charlie",660644,450203,,foul,R,L,R,ATL,TB,S,,0,1,2021,-1.29,0.92,-0.85,3.35,1,6,Top,,,3.3,1.5,278,84.4,37,2348,6.5,633265,,,51,2,4-Seam Fastball,5,3,3,5,3,5,3,5,Infield shift,Strategic,240,1
FF,7/16/2021,95.5,-1.93,5.51,"Morton, Charlie",660644,450203,,called_strike,R,L,R,ATL,TB,S,,0,0,2021,-1.19,1.01,0.49,2.25,1,6,Top,,,3.15,1.51,,,,2383,6.5,633265,,,51,1,4-Seam Fastball,5,3,3,5,3,5,3,5,Infield shift,Strategic,234,1
CU,7/16/2021,81.6,-2.23,5.4,"Morton, Charlie",670764,450203,strikeout,swinging_strike,R,L,R,ATL,TB,S,,2,2,2021,1.53,-0.79,1.25,1.49,0,6,Top,,,3.3,1.5,,,,3169,6.4,633265,,,50,6,Curveball,5,3,3,5,3,5,3,5,Infield shift,Strategic,59,1
CU,7/16/2021,81.1,-2.01,5.46,"Morton, Charlie",670764,450203,,foul,R,L,R,ATL,TB,S,,2,2,2021,1.36,-1.01,0.78,2.44,0,6,Top,,,3.3,1.5,4,69.8,-32,2953,6.4,633265,,,50,5,Curveball,5,3,3,5,3,5,3,5,Infield shift,Standard,55,1
FF,7/16/2021,94.9,-2,5.52,"Morton, Charlie",670764,450203,,swinging_strike,R,L,R,ATL,TB,S,,2,1,2021,-0.84,1.06,-0.49,2.84,0,6,Top,,,3.3,1.5,,,,2212,6.4,633265,,,50,4,4-Seam Fastball,5,3,3,5,3,5,3,5,Infield shift,Strategic,243,1
CH,7/16/2021,85.4,-2.04,5.5,"Morton, Charlie",670764,450203,,foul,R,L,R,ATL,TB,S,,2,0,2021,-1.56,0.16,-0.32,2.23,0,6,Top,,,3.3,1.5,3,56.4,-41,2023,6.4,633265,,,50,3,Changeup,5,3,3,5,3,5,3,5,Infield shift,Strategic,263,1
CH,7/16/2021,84.4,-2.12,5.62,"Morton, Charlie",670764,450203,,ball,R,L,R,ATL,TB,B,,1,0,2021,-1.48,0.15,-1.98,3.19,0,6,Top,,,3.36,1.6,,,,2054,6.4,633265,,,50,2,Changeup,5,3,3,5,3,5,3,5,Infield shift,Standard,265,1
CU,7/16/2021,80.3,-2.15,5.41,"Morton, Charlie",670764,450203,,ball,R,L,R,ATL,TB,B,,0,0,2021,1.22,-0.88,-0.5,0.72,0,6,Top,,,3.39,1.56,,,,2906,6.4,633265,,,50,1,Curveball,5,3,3,5,3,5,3,5,Infield shift,Standard,57,1
CU,7/16/2021,80,-2.02,5.46,"Morton, Charlie",572287,450203,field_out,hit_into_play,R,R,R,ATL,TB,X,fly_ball,2,1,2021,1.17,-0.75,0.13,2.37,2,5,Top,46.43,64.41,3.47,1.59,372,102.5,41,2965,6.5,633265,0.207,0.399,43,4,Curveball,3,3,3,3,3,3,3,3,Infield shift,Strategic,62,1
SI,7/16/2021,93.7,-1.96,5.44,"Morton, Charlie",572287,450203,,ball,R,R,R,ATL,TB,B,,1,1,2021,-1.3,0.51,0.22,1.16,2,5,Top,,,3.03,1.54,,,,2077,6.3,633265,,,43,3,Sinker,3,3,3,3,3,3,3,3,Infield shift,Strategic,242,1
CU,7/16/2021,81.1,-1.99,5.46,"Morton, Charlie",572287,450203,,called_strike,R,R,R,ATL,TB,S,,1,0,2021,0.98,-0.95,0.01,2.05,2,5,Top,,,3.17,1.53,,,,2926,6.2,633265,,,43,2,Curveball,3,3,3,3,3,3,3,3,Infield shift,Standard,58,1
CU,7/16/2021,80.7,-2.03,5.46,"Morton, Charlie",572287,450203,,ball,R,R,R,ATL,TB,B,,0,0,2021,1.08,-1.09,0.96,1.17,2,5,Top,,,3.24,1.59,,,,2971,6.5,633265,,,43,1,Curveball,3,3,3,3,3,3,3,3,Infield shift,Standard,43,1
FF,7/16/2021,94.5,-1.89,5.46,"Morton, Charlie",595281,450203,single,hit_into_play,R,L,R,ATL,TB,X,ground_ball,0,0,2021,-1.11,1.08,-0.41,2.08,2,5,Top,133.32,125.74,3.41,1.56,14,102.6,-7,2261,6.4,633265,0.28,0.252,42,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,244,1
CH,7/16/2021,85.3,-2.22,5.38,"Morton, Charlie",621563,450203,single,hit_into_play,R,L,R,ATL,TB,X,line_drive,1,0,2021,-1.55,0.37,-0.62,2,2,5,Top,164.73,89.61,3.41,1.56,255,85.8,17,1984,6.5,633265,0.917,0.864,41,2,Changeup,3,3,3,3,3,3,3,3,Infield shift,Strategic,267,1
CH,7/16/2021,86.1,-2.08,5.35,"Morton, Charlie",621563,450203,,ball,R,L,R,ATL,TB,B,,0,0,2021,-1.62,0.49,-1.89,1.72,2,5,Top,,,3.43,1.64,,,,2246,6.4,633265,,,41,1,Changeup,3,3,3,3,3,3,3,3,Infield shift,Strategic,262,1
CU,7/16/2021,81.2,-2.04,5.42,"Morton, Charlie",640457,450203,field_out,hit_into_play,R,L,R,ATL,TB,X,ground_ball,1,1,2021,1.37,-0.78,0.11,2.32,1,5,Top,151.79,166.67,3.49,1.6,28,93.1,-3,2946,6.3,633265,0.257,0.25,40,3,Curveball,3,3,3,3,3,3,3,3,Infield shift,Strategic,60,1
CU,7/16/2021,81,-2.12,5.49,"Morton, Charlie",640457,450203,,foul,R,L,R,ATL,TB,S,,1,0,2021,1.32,-1.04,0.02,2.05,1,5,Top,,,3.49,1.6,,,,3034,6.5,633265,,,40,2,Curveball,3,3,3,3,3,3,3,3,Infield shift,Strategic,59,1
CH,7/16/2021,84.9,-1.98,5.35,"Morton, Charlie",640457,450203,,ball,R,L,R,ATL,TB,B,,0,0,2021,-1.43,0.08,-0.74,1.07,1,5,Top,,,3.49,1.67,,,,2306,6.5,633265,,,40,1,Changeup,3,3,3,3,3,3,3,3,Infield shift,Strategic,264,1
CU,7/16/2021,80.9,-2.05,5.52,"Morton, Charlie",677551,450203,strikeout,swinging_strike,R,L,R,ATL,TB,S,,0,2,2021,1.19,-0.97,-0.04,1.56,0,5,Top,,,3.3,1.5,,,,3030,6.3,633265,,,39,3,Curveball,3,3,3,3,3,3,3,3,Infield shift,Strategic,55,1
FF,7/16/2021,95.4,-2.04,5.56,"Morton, Charlie",677551,450203,,foul,R,L,R,ATL,TB,S,,0,1,2021,-1.07,0.85,-0.26,3.24,0,5,Top,,,3.3,1.5,306,86.5,45,2379,6.5,633265,,,39,2,4-Seam Fastball,3,3,3,3,3,3,3,3,Infield shift,Strategic,244,1
CU,7/16/2021,80.2,-2.2,5.43,"Morton, Charlie",677551,450203,,called_strike,R,L,R,ATL,TB,S,,0,0,2021,1.33,-0.67,0.72,1.87,0,5,Top,,,3.3,1.5,,,,2957,6.4,633265,,,39,1,Curveball,3,3,3,3,3,3,3,3,Infield shift,Strategic,60,1
FF,7/16/2021,93.7,-1.91,5.47,"Morton, Charlie",596847,450203,home_run,hit_into_play,R,L,R,ATL,TB,X,fly_ball,0,0,2021,-0.99,0.94,-0.05,1.6,0,5,Top,21.84,95.04,3.41,1.56,362,96.1,25,2323,6.5,633265,0.3,0.422,38,1,4-Seam Fastball,3,2,2,3,3,3,3,3,Infield shift,Standard,239,1
FF,7/16/2021,94.2,-1.89,5.44,"Morton, Charlie",664040,450203,field_out,hit_into_play,R,L,R,ATL,TB,X,popup,0,0,2021,-1.08,1.08,1.32,2.93,2,4,Top,160.96,182.58,3.3,1.5,105,88.7,69,2387,6.5,633265,0.003,0.003,30,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,240,1
CU,7/16/2021,80.6,-2.14,5.43,"Morton, Charlie",608379,450203,strikeout,called_strike,R,R,R,ATL,TB,S,,1,2,2021,1.27,-0.62,0.6,1.72,1,4,Top,,,3.52,1.68,,,,3033,6.4,633265,,,29,6,Curveball,0,2,2,0,2,0,2,0,Strategic,Strategic,61,1
FF,7/16/2021,94.8,-2.05,5.56,"Morton, Charlie",608379,450203,,foul,R,R,R,ATL,TB,S,,1,2,2021,-0.88,1.05,-1.21,3.25,1,4,Top,,,3.66,1.68,212,70.4,30,2423,6.5,633265,,,29,5,4-Seam Fastball,0,2,2,0,2,0,2,0,Strategic,Strategic,236,1
CU,7/16/2021,81.2,-2.06,5.38,"Morton, Charlie",608379,450203,,blocked_ball,R,R,R,ATL,TB,B,,0,2,2021,1.06,-0.73,1.62,0.48,1,4,Top,,,3.48,1.69,,,,3019,6.4,633265,,,29,4,Curveball,0,2,2,0,2,0,2,0,Strategic,Strategic,39,1
CU,7/16/2021,81,-2.28,5.39,"Morton, Charlie",608379,450203,,foul,R,R,R,ATL,TB,S,,0,2,2021,1.34,-0.83,0.39,2.46,1,4,Top,,,3.66,1.68,2,59.3,-56,3104,6.4,633265,,,29,3,Curveball,0,2,2,0,2,0,2,0,Strategic,Strategic,58,1
SI,7/16/2021,94.1,-2.02,5.45,"Morton, Charlie",608379,450203,,called_strike,R,R,R,ATL,TB,S,,0,1,2021,-1.23,0.27,-0.46,1.63,1,4,Top,,,3.66,1.74,,,,1969,6.5,633265,,,29,2,Sinker,0,2,2,0,2,0,2,0,Strategic,Strategic,246,1
CU,7/16/2021,80.4,-2.03,5.5,"Morton, Charlie",608379,450203,,called_strike,R,R,R,ATL,TB,S,,0,0,2021,1.17,-0.68,0,1.93,1,4,Top,,,3.65,1.76,,,,2943,6.4,633265,,,29,1,Curveball,0,2,2,0,2,0,2,0,Strategic,Strategic,54,1
FF,7/16/2021,95.3,-2.01,5.53,"Morton, Charlie",670764,450203,double,hit_into_play,R,L,R,ATL,TB,X,line_drive,3,2,2021,-0.92,0.88,-0.06,1.46,1,4,Top,90.93,87.34,3.3,1.5,292,87.6,21,2331,6.4,633265,0.327,0.314,28,7,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Strategic,238,1
FF,7/16/2021,95,-2.01,5.5,"Morton, Charlie",670764,450203,,foul,R,L,R,ATL,TB,S,,3,2,2021,-1.12,0.97,-0.96,1.63,1,4,Top,,,3.3,1.5,251,74.4,38,2392,6.4,633265,,,28,6,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Strategic,233,1
CH,7/16/2021,86.8,-2.15,5.42,"Morton, Charlie",670764,450203,,called_strike,R,L,R,ATL,TB,S,,3,1,2021,-1.45,0.34,0.45,2.99,1,4,Top,,,3.4,1.55,,,,2197,6.6,633265,,,28,5,Changeup,0,2,2,0,2,0,2,0,Infield shift,Strategic,257,1
CH,7/16/2021,86,-2.15,5.46,"Morton, Charlie",670764,450203,,ball,R,L,R,ATL,TB,B,,2,1,2021,-1.45,0.2,-1.06,3.21,1,4,Top,,,3.3,1.57,,,,2069,6.6,633265,,,28,4,Changeup,0,2,2,0,2,0,2,0,Infield shift,Strategic,257,1
CU,7/16/2021,80.4,-2.28,5.5,"Morton, Charlie",670764,450203,,ball,R,L,R,ATL,TB,B,,1,1,2021,1.27,-0.46,-2.06,3.84,1,4,Top,,,3.3,1.5,,,,3026,6.2,633265,,,28,3,Curveball,0,2,2,0,2,0,2,0,Infield shift,Strategic,61,1
CH,7/16/2021,85.9,-2.11,5.36,"Morton, Charlie",670764,450203,,ball,R,L,R,ATL,TB,B,,0,1,2021,-1.38,0.29,-0.75,0.76,1,4,Top,,,3.38,1.53,,,,2023,6.5,633265,,,28,2,Changeup,0,2,2,0,2,0,2,0,Infield shift,Strategic,264,1
FF,7/16/2021,94.1,-2,5.59,"Morton, Charlie",670764,450203,,foul,R,L,R,ATL,TB,S,,0,0,2021,-1.09,1.04,-0.26,1.66,1,4,Top,,,3.3,1.5,225,75.8,51,2442,6.4,633265,,,28,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Standard,237,1
SI,7/16/2021,95,-1.94,5.41,"Morton, Charlie",572287,450203,walk,ball,R,R,R,ATL,TB,B,,3,2,2021,-1.48,0.48,1.17,1.04,1,4,Top,,,3.17,1.58,,,,2037,6.6,633265,,,27,7,Sinker,0,2,2,0,2,0,2,0,Infield shift,Strategic,244,1
FF,7/16/2021,95.1,-1.81,5.59,"Morton, Charlie",572287,450203,,ball,R,R,R,ATL,TB,B,,2,2,2021,-1.07,0.99,-0.96,3.03,1,4,Top,,,3.18,1.54,,,,2226,6.5,633265,,,27,6,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Strategic,239,1
FF,7/16/2021,94.7,-1.88,5.58,"Morton, Charlie",572287,450203,,foul,R,R,R,ATL,TB,S,,2,2,2021,-1.04,0.88,0.85,2.24,1,4,Top,,,3.47,1.59,83,78.1,36,2262,6.5,633265,,,27,5,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Strategic,237,1
CU,7/16/2021,81.6,-1.97,5.44,"Morton, Charlie",572287,450203,,ball,R,R,R,ATL,TB,B,,1,2,2021,1.19,-0.87,2.14,0.84,1,4,Top,,,3.14,1.47,,,,3071,6.5,633265,,,27,4,Curveball,0,2,2,0,2,0,2,0,Infield shift,Strategic,60,1
CU,7/16/2021,82.2,-2.15,5.44,"Morton, Charlie",572287,450203,,foul,R,R,R,ATL,TB,S,,1,1,2021,1.23,-0.68,1.25,2.12,1,4,Top,,,3.47,1.59,176,66.6,56,3049,6.4,633265,,,27,3,Curveball,0,2,2,0,2,0,2,0,Infield shift,Strategic,60,1
SI,7/16/2021,93.3,-1.83,5.46,"Morton, Charlie",572287,450203,,ball,R,R,R,ATL,TB,B,,0,1,2021,-1.37,0.36,0.81,1.19,1,4,Top,,,3.22,1.59,,,,2103,6.6,633265,,,27,2,Sinker,0,2,2,0,2,0,2,0,Infield shift,Strategic,251,1
SI,7/16/2021,93.8,-1.87,5.56,"Morton, Charlie",572287,450203,,called_strike,R,R,R,ATL,TB,S,,0,0,2021,-1.48,0.61,0.84,1.61,1,4,Top,,,3.29,1.55,,,,2129,6.4,633265,,,27,1,Sinker,0,2,2,0,2,0,2,0,Infield shift,Strategic,245,1
CU,7/16/2021,80.1,-2.05,5.45,"Morton, Charlie",595281,450203,field_out,hit_into_play,R,L,R,ATL,TB,X,ground_ball,1,2,2021,1.33,-0.82,-0.5,1.98,0,4,Top,136.85,192.89,3.41,1.56,2,86.5,-44,2953,6.3,633265,0.067,0.06,26,4,Curveball,0,2,2,0,2,0,2,0,Infield shift,Strategic,58,1
CU,7/16/2021,80.3,-2.13,5.42,"Morton, Charlie",595281,450203,,swinging_strike,R,L,R,ATL,TB,S,,1,1,2021,1.14,-0.81,0.79,1.38,0,4,Top,,,3.41,1.56,,,,2937,6.4,633265,,,26,3,Curveball,0,2,2,0,2,0,2,0,Infield shift,Strategic,48,1
CH,7/16/2021,86.6,-2.06,5.37,"Morton, Charlie",595281,450203,,called_strike,R,L,R,ATL,TB,S,,1,0,2021,-1.06,-0.08,0.5,1.88,0,4,Top,,,3.44,1.62,,,,1864,6.5,633265,,,26,2,Changeup,0,2,2,0,2,0,2,0,Infield shift,Strategic,267,1
FF,7/16/2021,93.5,-2.07,5.59,"Morton, Charlie",595281,450203,,ball,R,L,R,ATL,TB,B,,0,0,2021,-1.05,0.8,-1.8,3.11,0,4,Top,,,3.41,1.55,,,,2140,6.4,633265,,,26,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Strategic,242,1
FC,7/16/2021,86.8,-2.15,5.41,"Morton, Charlie",621563,450203,field_out,hit_into_play,R,L,R,ATL,TB,X,ground_ball,2,2,2021,0.46,0.22,-0.3,2.07,2,3,Top,133.12,154.81,3.41,1.56,2,90.4,-47,2568,6.1,633265,0.07,0.063,22,5,Cutter,0,2,2,0,2,0,2,0,Standard,Strategic,148,1
SI,7/16/2021,95.5,-1.96,5.51,"Morton, Charlie",621563,450203,,called_strike,R,L,R,ATL,TB,S,,2,1,2021,-1.1,0.51,0.1,2.12,2,3,Top,,,3.37,1.63,,,,2360,6.3,633265,,,22,4,Sinker,0,2,2,0,2,0,2,0,Infield shift,Strategic,240,1
CU,7/16/2021,80.6,-2.1,5.44,"Morton, Charlie",621563,450203,,called_strike,R,L,R,ATL,TB,S,,2,0,2021,1.4,-0.83,0.21,1.92,2,3,Top,,,3.32,1.49,,,,3101,6.3,633265,,,22,3,Curveball,0,2,2,0,2,0,2,0,Infield shift,Strategic,53,1
CU,7/16/2021,81,-1.95,5.57,"Morton, Charlie",621563,450203,,ball,R,L,R,ATL,TB,B,,1,0,2021,1.26,-0.55,1.01,2.46,2,3,Top,,,3.34,1.56,,,,2894,6.5,633265,,,22,2,Curveball,0,2,2,0,2,0,2,0,Infield shift,Strategic,63,1
FF,7/16/2021,94.8,-1.98,5.57,"Morton, Charlie",621563,450203,,ball,R,L,R,ATL,TB,B,,0,0,2021,-0.84,0.66,0.2,1.21,2,3,Top,,,3.4,1.61,,,,2288,6.5,633265,,,22,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Strategic,247,1
CH,7/16/2021,85.1,-2.04,5.44,"Morton, Charlie",640457,450203,field_out,hit_into_play,R,L,R,ATL,TB,X,ground_ball,0,1,2021,-1.15,0.17,-1.1,2.76,1,3,Top,134.37,154.47,3.49,1.6,13,76.3,-11,1906,6.2,633265,0.073,0.067,21,2,Changeup,0,2,2,0,2,0,2,0,Infield shift,Standard,266,1
FF,7/16/2021,95,-1.96,5.61,"Morton, Charlie",640457,450203,,called_strike,R,L,R,ATL,TB,S,,0,0,2021,-0.82,0.94,-0.7,1.61,1,3,Top,,,3.49,1.67,,,,2246,6.3,633265,,,21,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shift,Standard,239,1
CU,7/16/2021,80.6,-2.08,5.51,"Morton, Charlie",677551,450203,field_out,hit_into_play,R,L,R,ATL,TB,X,ground_ball,0,0,2021,1.27,-0.56,-0.15,2.13,0,3,Top,150.24,163.23,3.3,1.5,2,68.5,-51,2871,6.3,633265,0.213,0.207,20,1,Curveball,0,2,2,0,2,0,2,0,Infield shift,Strategic,66,1
CU,7/16/2021,82.8,-2.19,5.53,"Morton, Charlie",596847,450203,strikeout,foul_tip,R,L,R,ATL,TB,S,,3,2,2021,0.99,-0.77,-0.28,2.15,2,2,Top,,,3.41,1.56,,,,3027,6.6,633265,,,15,6,Curveball,0,2,2,0,2,0,2,0,Standard,Strategic,59,1
CU,7/16/2021,83.1,-2.06,5.52,"Morton, Charlie",596847,450203,,ball,R,L,R,ATL,TB,B,,2,2,2021,1.16,-0.91,-0.97,3.07,2,2,Top,,,3.11,1.39,,,,3008,6.1,633265,,,15,5,Curveball,0,2,2,0,2,0,2,0,Standard,Strategic,52,1
FF,7/16/2021,95.9,-2,5.59,"Morton, Charlie",596847,450203,,foul,R,L,R,ATL,TB,S,,2,1,2021,-1.1,1.01,-0.8,2.53,2,2,Top,,,3.41,1.56,203,81.5,18,2264,6.4,633265,,,15,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Strategic,239,1
FF,7/16/2021,95.9,-1.97,5.6,"Morton, Charlie",596847,450203,,called_strike,R,L,R,ATL,TB,S,,2,0,2021,-1.23,0.92,-1,2.43,2,2,Top,,,3.3,1.57,,,,2231,6.4,633265,,,15,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Strategic,238,1
CH,7/16/2021,88.6,-2.21,5.43,"Morton, Charlie",596847,450203,,ball,R,L,R,ATL,TB,B,,1,0,2021,-1.29,0.26,-0.28,1.49,2,2,Top,,,3.29,1.58,,,,2149,6.4,633265,,,15,2,Changeup,0,2,2,0,2,0,2,0,Standard,Strategic,256,1
CU,7/16/2021,82.6,-2.1,5.46,"Morton, Charlie",596847,450203,,ball,R,L,R,ATL,TB,B,,0,0,2021,1.29,-0.8,1.31,1.25,2,2,Top,,,3.19,1.47,,,,3110,6.4,633265,,,15,1,Curveball,0,2,2,0,2,0,2,0,Standard,Strategic,67,1
SI,7/16/2021,95.3,-2.01,5.47,"Morton, Charlie",664040,450203,walk,ball,R,L,R,ATL,TB,B,,3,2,2021,-1,0.3,-1.17,2.26,2,2,Top,,,3.26,1.44,,,,1766,6.3,633265,,,14,8,Sinker,0,2,2,0,2,0,2,0,Standard,Strategic,251,1
CU,7/16/2021,82.1,-2.21,5.48,"Morton, Charlie",664040,450203,,ball,R,L,R,ATL,TB,B,,2,2,2021,1.19,-0.73,-0.86,2.06,2,2,Top,,,3.13,1.42,,,,3053,6.2,633265,,,14,7,Curveball,0,2,2,0,2,0,2,0,Standard,Strategic,59,1
CU,7/16/2021,81.8,-1.97,5.48,"Morton, Charlie",664040,450203,,foul,R,L,R,ATL,TB,S,,2,2,2021,1.2,-0.91,-0.1,1.68,2,2,Top,,,3.3,1.5,,,,3086,6.6,633265,,,14,6,Curveball,0,2,2,0,2,0,2,0,Standard,Strategic,66,1
FF,7/16/2021,95.8,-1.93,5.5,"Morton, Charlie",664040,450203,,ball,R,L,R,ATL,TB,B,,1,2,2021,-0.84,0.82,1.02,3.16,2,2,Top,,,3.34,1.54,,,,2361,6.3,633265,,,14,5,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Strategic,235,1
FF,7/16/2021,96.9,-1.94,5.71,"Morton, Charlie",664040,450203,,ball,R,L,R,ATL,TB,B,,0,2,2021,-0.77,0.99,-0.62,4.18,2,2,Top,,,3.33,1.52,,,,2329,6.4,633265,,,14,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Strategic,231,1
FF,7/16/2021,96.6,-1.93,5.66,"Morton, Charlie",664040,450203,,foul,R,L,R,ATL,TB,S,,0,2,2021,-0.99,0.97,0.36,3.3,2,2,Top,,,3.3,1.5,259,80.6,61,2408,6.3,633265,,,14,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Strategic,236,1
CU,7/16/2021,82.3,-1.92,5.62,"Morton, Charlie",664040,450203,,swinging_strike,R,L,R,ATL,TB,S,,0,1,2021,1.53,-0.36,1.12,2.59,2,2,Top,,,3.3,1.5,,,,3036,6.4,633265,,,14,2,Curveball,0,2,2,0,2,0,2,0,Standard,Strategic,68,1
